"Dataset","Class","Rel. Site Pref. Cutoff","Odds Ratio","OR_CI95_lower","p.value"
"HIV ENV","Polarity",0.05,Inf,1.92622514695138,0.00193706917758406
"HIV ENV","Polarity",0.1,4.17705510774053,2.15291733428423,6.95765725955931e-07
"HIV ENV","Polarity",0.15,2.88504841067561,1.82028114192098,7.35947538499428e-07
"HIV ENV","Polarity",0.2,2.9299783256978,1.94912066453752,1.42581178887063e-08
"HIV ENV","Polarity",0.25,2.48560963582692,1.72365689530368,1.90372632687527e-07
"HIV ENV","Polarity",0.3,2.28859123738825,1.62231531158347,7.5069170764186e-07
"HIV ENV","Polarity",0.35,1.99538378664235,1.43595441288987,1.90777536429221e-05
"HIV ENV","Polarity",0.4,1.87897704778572,1.35828080257785,7.45315416615913e-05
"HIV ENV","Polarity",0.45,1.83867078255909,1.33115096869075,0.000124347384726431
"HIV ENV","Polarity",0.5,1.64996991806671,1.19211189795273,0.00192999181647085
"HIV ENV","Polarity",0.55,1.70674921958802,1.22575547929978,0.00104700466021642
"HIV ENV","Polarity",0.6,1.58460374790497,1.12404855625603,0.0065916741831844
"HIV ENV","Polarity",0.65,1.81571074672017,1.2726432394229,0.000797188114193681
"HIV ENV","Polarity",0.7,1.85853618377913,1.28394951442553,0.000860096494410768
"HIV ENV","Polarity",0.75,1.79687484892644,1.20935775529465,0.00322969918802095
"HIV ENV","Polarity",0.8,1.59501680355403,1.02033406015294,0.0359036974406625
"HIV ENV","Polarity",0.85,1.64628767802554,0.986366150498831,0.0444378165227458
"HIV ENV","Polarity",0.9,1.60251222909416,0.857266277477034,0.108337456507166
"HIV ENV","Polarity",0.95,1.11222278597133,0.320544546438187,0.794718212649095
"NP (H3N2)","Polarity",0.05,1.20949851005452,0.857919258991143,0.281417275427435
"NP (H3N2)","Polarity",0.1,1.73311983530075,1.27649288353226,0.000274368248341168
"NP (H3N2)","Polarity",0.15,1.7067868906054,1.24062377719873,0.000804081204163322
"NP (H3N2)","Polarity",0.2,1.56784187004851,1.10375023612709,0.00884956000689943
"NP (H3N2)","Polarity",0.25,1.48338268826051,1.00342933670137,0.0443468537811748
"NP (H3N2)","Polarity",0.3,1.59245536851668,1.04536999878339,0.0281045931620583
"NP (H3N2)","Polarity",0.35,1.54299615270938,0.977064742748068,0.0582635094883306
"NP (H3N2)","Polarity",0.4,1.46320194322618,0.880945167087042,0.120915789437649
"NP (H3N2)","Polarity",0.45,1.42538149014431,0.833753764346161,0.17541073770454
"NP (H3N2)","Polarity",0.5,1.38306044536208,0.757643237022358,0.234400897286553
"NP (H3N2)","Polarity",0.55,1.32655616034655,0.688676978823165,0.339036335785627
"NP (H3N2)","Polarity",0.6,1.12388859578746,0.528979506130832,0.729419963779315
"NP (H3N2)","Polarity",0.65,1.06928786909033,0.443104875261801,0.845733742263628
"NP (H3N2)","Polarity",0.7,1.12159545853267,0.435421240240016,0.833037080545574
"NP (H3N2)","Polarity",0.75,1.02977508935272,0.297140810259304,1
"NP (H3N2)","Polarity",0.8,1.30874509792992,0.30465385825607,0.54785691912724
"NP (H3N2)","Polarity",0.85,2.36241994486655,0.364124135376899,0.210556903804345
"NP (H3N2)","Polarity",0.9,2.95548711207497,0.429829836429825,0.153721628438067
"NP (H3N2)","Polarity",0.95,3.9303652042872,0.283451121899248,0.186135548565801
"NP (H1N1)","Polarity",0.05,3.11392041774939,2.00367995103021,1.8964319268812e-08
"NP (H1N1)","Polarity",0.1,1.78333751178313,1.31861569126034,0.000104128199761307
"NP (H1N1)","Polarity",0.15,1.51759521586634,1.10092863398324,0.00898367613762219
"NP (H1N1)","Polarity",0.2,1.5245446751629,1.07714582390737,0.0158525179079061
"NP (H1N1)","Polarity",0.25,1.25679217445708,0.845812982605598,0.23644108349915
"NP (H1N1)","Polarity",0.3,1.2726461700338,0.817113701244102,0.270100000339602
"NP (H1N1)","Polarity",0.35,1.1420969034122,0.695281499920861,0.551051872360629
"NP (H1N1)","Polarity",0.4,1.24986997168048,0.727386643354919,0.357016534872066
"NP (H1N1)","Polarity",0.45,1.28164863725278,0.715857352788918,0.39208707639155
"NP (H1N1)","Polarity",0.5,1.35655159356346,0.717331333638401,0.27712423052395
"NP (H1N1)","Polarity",0.55,1.50757490920323,0.757346379762708,0.226091274802285
"NP (H1N1)","Polarity",0.6,1.54075602234721,0.731161626363924,0.195455138744122
"NP (H1N1)","Polarity",0.65,1.53148875615576,0.676968685692495,0.231192798755328
"NP (H1N1)","Polarity",0.7,1.86254188166867,0.771500172188685,0.116052546797204
"NP (H1N1)","Polarity",0.75,2.07077110181148,0.802003468771114,0.0865177096677442
"NP (H1N1)","Polarity",0.8,2.48327795328144,0.806567649324495,0.0734462155101196
"NP (H1N1)","Polarity",0.85,2.59585027939848,0.752064900757894,0.0991002067774687
"NP (H1N1)","Polarity",0.9,3.10069918310941,0.610185835534971,0.0940513443794532
"NP (H1N1)","Polarity",0.95,2.56787265813356,0.213305508657942,0.276550201688416
"HA (H1N1)","Polarity",0.05,1.91212126681562,1.30535005035637,0.000527300472124357
"HA (H1N1)","Polarity",0.1,1.26625321948032,0.939815817141486,0.123384357430286
"HA (H1N1)","Polarity",0.15,1.17102768150516,0.864726760963609,0.294874034077306
"HA (H1N1)","Polarity",0.2,1.26403997593902,0.922682569852023,0.136003029292487
"HA (H1N1)","Polarity",0.25,1.26347260349986,0.910544338969622,0.141670744467422
"HA (H1N1)","Polarity",0.3,1.24931228752854,0.885916221534505,0.197846102549936
"HA (H1N1)","Polarity",0.35,1.37344042969925,0.954870622148284,0.0797013959379164
"HA (H1N1)","Polarity",0.4,1.55329147122988,1.05767565753411,0.0217733009292937
"HA (H1N1)","Polarity",0.45,1.81761163354671,1.20848904101706,0.00322039745926232
"HA (H1N1)","Polarity",0.5,2.13564663468246,1.38461519865624,0.000366349519753055
"HA (H1N1)","Polarity",0.55,2.08507457025994,1.28288178146158,0.00216027812734758
"HA (H1N1)","Polarity",0.6,2.27745158567984,1.35995159347477,0.00102782717357027
"HA (H1N1)","Polarity",0.65,2.42374519328938,1.35082351210684,0.00183889883699062
"HA (H1N1)","Polarity",0.7,2.52045178675261,1.29244798259443,0.00470236354486952
"HA (H1N1)","Polarity",0.75,2.25891250483511,1.03357470634623,0.0328688988369004
"HA (H1N1)","Polarity",0.8,1.85197656977531,0.682738860920237,0.20571498285729
"HA (H1N1)","Polarity",0.85,1.67769587497404,0.52246887372318,0.272005031167057
"HA (H1N1)","Polarity",0.9,1.7342944404419,0.386791511337377,0.317395101290154
"HA (H1N1)","Polarity",0.95,3.89464909288337,0.280933799280748,0.188393708365186
"HIV ENV","Polarity & Volume",0.05,Inf,3.53126908315252,1.40183374751311e-05
"HIV ENV","Polarity & Volume",0.1,3.03458007565217,1.942600406072,5.01501858807649e-08
"HIV ENV","Polarity & Volume",0.15,1.99835400057147,1.47853305728138,2.05834938298325e-06
"HIV ENV","Polarity & Volume",0.2,1.98679078268001,1.5239408616129,1.02768347973506e-07
"HIV ENV","Polarity & Volume",0.25,1.57155898122899,1.23897482928454,0.000132381340458481
"HIV ENV","Polarity & Volume",0.3,1.42655458259376,1.13598498375619,0.00184062233462376
"HIV ENV","Polarity & Volume",0.35,1.33517275662793,1.06872773786794,0.00983924051982229
"HIV ENV","Polarity & Volume",0.4,1.28786314791728,1.03258845847727,0.0215404026270451
"HIV ENV","Polarity & Volume",0.45,1.32515627841445,1.06250697247357,0.0114257597399286
"HIV ENV","Polarity & Volume",0.5,1.25291150846219,1.00214084980399,0.0446183933367361
"HIV ENV","Polarity & Volume",0.55,1.24405888331071,0.990511233432718,0.0595476628489526
"HIV ENV","Polarity & Volume",0.6,1.15743257215632,0.912982160661462,0.213982852493572
"HIV ENV","Polarity & Volume",0.65,1.30240803347491,1.01693376335166,0.033517203565205
"HIV ENV","Polarity & Volume",0.7,1.25257905709937,0.967396272268589,0.0790312084095675
"HIV ENV","Polarity & Volume",0.75,1.0047908280234,0.7542625425228,1
"HIV ENV","Polarity & Volume",0.8,0.927408200928921,0.668195827545476,0.696027906548388
"HIV ENV","Polarity & Volume",0.85,0.981728961686647,0.677533268506998,1
"HIV ENV","Polarity & Volume",0.9,0.906181394141234,0.582600067423187,0.683451367334179
"HIV ENV","Polarity & Volume",0.95,0.654965183798695,0.314450245918528,0.240782255648563
"NP (H3N2)","Polarity & Volume",0.05,1.41094567388022,1.11315285745783,0.0035880065287793
"NP (H3N2)","Polarity & Volume",0.1,1.31806001253234,1.06936901655039,0.00892171518366419
"NP (H3N2)","Polarity & Volume",0.15,1.1900264270058,0.948223754956785,0.124826917294747
"NP (H3N2)","Polarity & Volume",0.2,1.17451264156005,0.912368854290759,0.206634725018926
"NP (H3N2)","Polarity & Volume",0.25,1.29949380212214,0.984852026054082,0.0587451097304255
"NP (H3N2)","Polarity & Volume",0.3,1.2194275660629,0.897889333246022,0.193389782139975
"NP (H3N2)","Polarity & Volume",0.35,1.03666686946113,0.733458134976003,0.866637909244496
"NP (H3N2)","Polarity & Volume",0.4,0.947643919021626,0.640977750353944,0.853058283871563
"NP (H3N2)","Polarity & Volume",0.45,0.884301494353066,0.57953317493359,0.623536179184591
"NP (H3N2)","Polarity & Volume",0.5,0.816634856560233,0.512582135379177,0.399410185749864
"NP (H3N2)","Polarity & Volume",0.55,0.760603434845806,0.457751781252985,0.264121890120585
"NP (H3N2)","Polarity & Volume",0.6,0.664985610120159,0.372578930242166,0.143778551301865
"NP (H3N2)","Polarity & Volume",0.65,0.620929258809697,0.322730795693262,0.112080947937997
"NP (H3N2)","Polarity & Volume",0.7,0.556976630462687,0.257698785290517,0.102670950553426
"NP (H3N2)","Polarity & Volume",0.75,0.666620187459967,0.277162152464545,0.383419276475245
"NP (H3N2)","Polarity & Volume",0.8,0.802333099064937,0.308229378776277,0.695629426129518
"NP (H3N2)","Polarity & Volume",0.85,0.991976955706491,0.310744633150856,1
"NP (H3N2)","Polarity & Volume",0.9,1.32497231946422,0.283215861669929,0.74309757151613
"NP (H3N2)","Polarity & Volume",0.95,1.15787916218807,0.104421085306263,1
"NP (H1N1)","Polarity & Volume",0.05,1.88071337852571,1.44635529716844,8.11696229320314e-07
"NP (H1N1)","Polarity & Volume",0.1,1.03464065613864,0.840669415419539,0.756994316137582
"NP (H1N1)","Polarity & Volume",0.15,0.941061608439858,0.744060166987176,0.645324345559245
"NP (H1N1)","Polarity & Volume",0.2,0.922613890948509,0.706940590585703,0.561877372407263
"NP (H1N1)","Polarity & Volume",0.25,0.947115560896457,0.705714176051906,0.722893471328133
"NP (H1N1)","Polarity & Volume",0.3,1.05918840790092,0.76917686688662,0.696464428014619
"NP (H1N1)","Polarity & Volume",0.35,1.21618078079216,0.859315494245565,0.261463421562925
"NP (H1N1)","Polarity & Volume",0.4,1.34867516125152,0.914419665919611,0.11863420419531
"NP (H1N1)","Polarity & Volume",0.45,1.46844034782447,0.960095587909023,0.0676171780087265
"NP (H1N1)","Polarity & Volume",0.5,1.24334809405609,0.747255328581202,0.384856402555476
"NP (H1N1)","Polarity & Volume",0.55,1.1491514852554,0.649109967032168,0.588164322893387
"NP (H1N1)","Polarity & Volume",0.6,1.39999320665259,0.753909955774214,0.288307572268782
"NP (H1N1)","Polarity & Volume",0.65,1.51037159060016,0.762257963374596,0.239357210203147
"NP (H1N1)","Polarity & Volume",0.7,2.06229589504462,0.975833837763054,0.0389128162181459
"NP (H1N1)","Polarity & Volume",0.75,2.49888945738108,1.08138360239973,0.0197783375653676
"NP (H1N1)","Polarity & Volume",0.8,2.11730763608066,0.840826570997383,0.107127852538866
"NP (H1N1)","Polarity & Volume",0.85,1.96976984596478,0.544204323673592,0.232703414164054
"NP (H1N1)","Polarity & Volume",0.9,2.29489395985966,0.425835085601252,0.255992558736106
"NP (H1N1)","Polarity & Volume",0.95,2.29023817232277,0.165613875271554,0.589749737613121
"HA (H1N1)","Polarity & Volume",0.05,1.81155685838838,1.39506329765883,3.23373230467518e-06
"HA (H1N1)","Polarity & Volume",0.1,1.39785215092933,1.14992551868305,0.000597660383819909
"HA (H1N1)","Polarity & Volume",0.15,1.15520390060706,0.947986232032479,0.151933899086965
"HA (H1N1)","Polarity & Volume",0.2,1.1602680780055,0.944616944826572,0.149620120283293
"HA (H1N1)","Polarity & Volume",0.25,1.19556333803981,0.966073648530268,0.0971239692066949
"HA (H1N1)","Polarity & Volume",0.3,1.20900553086172,0.966892486016411,0.0918289517406685
"HA (H1N1)","Polarity & Volume",0.35,1.25195022129412,0.985988055284216,0.0615851490902225
"HA (H1N1)","Polarity & Volume",0.4,1.35614418665242,1.0511205288447,0.0163979113143509
"HA (H1N1)","Polarity & Volume",0.45,1.41300144974285,1.07762014608792,0.0103416957988902
"HA (H1N1)","Polarity & Volume",0.5,1.58923968094209,1.19513468204596,0.00114459718412392
"HA (H1N1)","Polarity & Volume",0.55,1.69389988680449,1.24374362207623,0.000699678728595886
"HA (H1N1)","Polarity & Volume",0.6,1.60995438423606,1.15232259650619,0.00422882878653553
"HA (H1N1)","Polarity & Volume",0.65,1.75088497472253,1.21473587794863,0.00222812656144041
"HA (H1N1)","Polarity & Volume",0.7,1.75761664687074,1.17696189443163,0.00476924868470063
"HA (H1N1)","Polarity & Volume",0.75,1.66264959515767,1.05858463856353,0.020477983085575
"HA (H1N1)","Polarity & Volume",0.8,1.34153996857869,0.78050190190596,0.285596180134966
"HA (H1N1)","Polarity & Volume",0.85,1.09492711121892,0.561299800674939,0.75733657532183
"HA (H1N1)","Polarity & Volume",0.9,0.824727942858278,0.337916848036803,0.711171451829565
"HA (H1N1)","Polarity & Volume",0.95,0.85235610446328,0.239173802405818,1
